idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
423	not_entailment	John entered before Mary left.	Mary left before John entered.			Temporal	
424	entailment	Mary was leaving while John entered.	John entered while Mary was leaving.			Temporal	
425	entailment	John entered while Mary was leaving.	Mary was leaving while John entered.			Temporal	
426	not_entailment	"If Pedro has a donkey, then he beats it."	Pedro beats his donkey.		Anaphora/Coreference	Conditionals	
427	entailment	Pedro beats his donkey.	"If Pedro has a donkey, then he beats it."		Anaphora/Coreference	Conditionals	
428	not_entailment	"If Pedro has a donkey, then he beats it."	Pedro doesn't have a donkey.			Conditionals	
429	entailment	Pedro doesn't have a donkey.	"If Pedro has a donkey, then he beats it."			Conditionals	
430	entailment	"It is the clearest evidence yet that Xi plans to rule beyond the end of this second term, in 2023, taking China back to the era of one-man rule just as it steps up its role in global politics."	Xi's second term ends in 2023.				
431	not_entailment	Xi's second term ends in 2023.	"It is the clearest evidence yet that Xi plans to rule beyond the end of this second term, in 2023, taking China back to the era of one-man rule just as it steps up its role in global politics."				
432	not_entailment	"The move marks an end to a system put in place by Deng Xiaoping in the 1980s to prevent the rise of another Mao, who was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976."	Deng Xiaoping was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976.		Relative clauses		World knowledge
433	not_entailment	Deng Xiaoping was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976.	"The move marks an end to a system put in place by Deng Xiaoping in the 1980s to prevent the rise of another Mao, who was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976."		Relative clauses		World knowledge
434	entailment	"The move marks an end to a system put in place by Deng Xiaoping in the 1980s to prevent the rise of another Mao, who was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976."	Mao was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976.		Relative clauses		
435	not_entailment	Mao was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976.	"The move marks an end to a system put in place by Deng Xiaoping in the 1980s to prevent the rise of another Mao, who was chairman of the Communist Party from before its accession to power in 1949 until his death in 1976."		Relative clauses		
436	entailment	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan and Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s "	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan, his vision for China is singular — and will have an impact well beyond China’s bo"			Conjunction	
437	not_entailment	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan, his vision for China is singular — and will have an impact well beyond China’s bo"	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan and Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s "			Conjunction	
438	entailment	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan and Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s "	"Though the power grab has earned Xi comparisons to leaders such as Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s bo"			Conjunction	
439	not_entailment	"Though the power grab has earned Xi comparisons to leaders such as Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s bo"	"Though the power grab has earned Xi comparisons to leaders such as Turkey’s Recep Tayyip Erdogan and Russia’s Vladimir Putin, his vision for China is singular — and will have an impact well beyond China’s "			Conjunction	
440	entailment	"Party media have since amped up the hagiography, casting Xi as the father of the nation and the man uniquely equipped to lead."	"Party media have since amped up the hagiography, casting Xi as the father of the nation."			Conjunction	
441	not_entailment	"Party media have since amped up the hagiography, casting Xi as the father of the nation."	"Party media have since amped up the hagiography, casting Xi as the father of the nation and the man uniquely equipped to lead."			Conjunction	
442	entailment	"Party media have since amped up the hagiography, casting Xi as the father of the nation and the man uniquely equipped to lead."	"Party media have since amped up the hagiography, casting Xi as the man uniquely equipped to lead."		Coordination scope	Conjunction	
443	not_entailment	"Party media have since amped up the hagiography, casting Xi as the man uniquely equipped to lead."	"Party media have since amped up the hagiography, casting Xi as the father of the nation and the man uniquely equipped to lead."		Coordination scope	Conjunction	
